,short_name,age,club,overall,potential,wage_eur,player_positions,international_reputation,skill_moves,pace,shooting,passing,dribbling,defending,physic,log_wage,age2
862,Sergio Álvarez,25,Real Sporting de Gijón,77,81,14000,"CM, CDM",1,3,69.0,66.0,69.0,68.0,72.0,76.0,9.546812608597396,625
863,R. Funes Mori,26,Everton,77,81,88000,CB,2,2,68.0,49.0,61.0,65.0,76.0,78.0,11.385092093460344,676
864,F. Sørensen,25,1. FC Köln,77,81,33000,"CB, RB",1,2,60.0,33.0,62.0,62.0,77.0,77.0,10.404262840448617,625
865,G. Kondogbia,24,Valencia CF,77,81,48000,"CDM, CM",2,3,70.0,68.0,71.0,76.0,74.0,81.0,10.778956289890028,576
866,Recio,26,Málaga CF,77,81,24000,"CDM, CM",1,2,56.0,66.0,75.0,73.0,72.0,73.0,10.085809109330082,676
867,Jesé,24,Stoke City,77,81,64000,"LM, ST",2,4,83.0,71.0,73.0,81.0,24.0,56.0,11.06663836234181,576
868,A. Younes,23,Ajax,77,81,15000,LW,2,4,80.0,61.0,72.0,86.0,27.0,56.0,9.615805480084347,529
869,J. Willems,23,Eintracht Frankfurt,77,81,25000,LB,2,4,79.0,62.0,78.0,78.0,73.0,75.0,10.126631103850338,529
870,L. Milivojević,26,Crystal Palace,77,81,53000,"CDM, CM",1,3,62.0,62.0,70.0,66.0,74.0,81.0,10.87804719253426,676
871,Ricardo Ferreira,24,SC Braga,77,81,12000,CB,1,2,55.0,32.0,46.0,51.0,78.0,73.0,9.392661928770137,576
872,M. Elneny,24,Arsenal,77,81,76000,"CDM, CM",1,3,60.0,61.0,73.0,70.0,72.0,78.0,11.238488619268468,576
873,Wendell,23,Bayer 04 Leverkusen,77,81,41000,LB,2,3,86.0,48.0,72.0,78.0,71.0,72.0,10.621327345686446,529
874,H. Saivet,26,Newcastle United,77,80,68000,"CM, CAM, CDM",2,3,74.0,71.0,78.0,79.0,65.0,70.0,11.127262984158243,676
875,Rafael Tolói,26,Atalanta,77,80,28000,CB,2,2,58.0,46.0,53.0,60.0,78.0,70.0,10.239959789157341,676
876,A. Dragović,26,Leicester City,77,80,47000,CB,2,2,72.0,51.0,61.0,65.0,78.0,76.0,10.757902880692196,676
877,A. Bertolacci,26,Genoa,77,80,88000,"CM, CDM",2,3,74.0,69.0,76.0,79.0,66.0,72.0,11.385092093460344,676
878,D. Pröpper,25,Brighton & Hove Albion,77,80,50000,CM,2,3,67.0,72.0,73.0,75.0,61.0,75.0,10.819778284410283,625
879,M. Braithwaite,26,Middlesbrough,77,80,24000,"ST, LM, CAM",2,4,84.0,75.0,73.0,77.0,34.0,78.0,10.085809109330082,676
880,A. Potuk,26,Fenerbahçe SK,77,80,66000,"CAM, LM, RM",1,3,86.0,68.0,73.0,81.0,49.0,68.0,11.097410021008562,676
881,A. Gray,26,Watford,77,80,63000,ST,1,3,89.0,76.0,62.0,72.0,29.0,78.0,11.05089000537367,676
882,Montoya,26,Valencia CF,77,80,31000,"RB, LB",2,2,83.0,61.0,69.0,72.0,75.0,71.0,10.341742483467284,676
883,A. Mooy,26,Huddersfield Town,77,80,52000,"CM, CDM, CAM",1,3,69.0,70.0,77.0,74.0,66.0,76.0,10.858998997563564,676
884,T. Cairney,26,Fulham,77,80,50000,"CM, CAM, RM",1,3,71.0,70.0,77.0,77.0,60.0,68.0,10.819778284410283,676
885,B. Stambouli,26,FC Schalke 04,77,80,37000,"CDM, CB",2,2,65.0,56.0,66.0,70.0,76.0,77.0,10.51867319162636,676
886,S. Bell,25,1. FSV Mainz 05,77,80,28000,CB,1,2,61.0,40.0,56.0,52.0,80.0,74.0,10.239959789157341,625
887,F. Pogba,26,AS Saint-Étienne,77,80,35000,"CB, LB",2,2,66.0,45.0,61.0,56.0,76.0,85.0,10.46310334047155,676
888,J. Clasie,26,Club Brugge KV,77,80,72000,"CDM, CM",2,2,63.0,66.0,76.0,75.0,66.0,73.0,11.184421397998193,676
889,Bruno,27,Getafe CF,77,80,24000,CB,1,2,37.0,33.0,48.0,45.0,78.0,81.0,10.085809109330082,729
890,M. Uth,25,TSG 1899 Hoffenheim,77,80,40000,"ST, RW, RM",1,3,75.0,79.0,69.0,76.0,33.0,67.0,10.596634733096073,625
891,N. De Préville,26,FC Girondins de Bordeaux,77,80,49000,"ST, LM, CAM",2,3,84.0,77.0,73.0,79.0,34.0,64.0,10.799575577092764,676
892,L. Krejčí,24,Bologna,77,80,52000,"LW, RW, RM",2,4,85.0,70.0,76.0,80.0,42.0,60.0,10.858998997563564,576
893,J. Geis,23,Sevilla FC,77,80,32000,"CDM, CM",2,2,48.0,66.0,81.0,69.0,73.0,77.0,10.373491181781864,529
894,S. Arias,25,PSV,77,80,17000,RB,2,2,84.0,45.0,65.0,75.0,73.0,72.0,9.740968623038354,625
895,J. Campbell,25,Real Betis,77,80,92000,"RM, LM, CAM",2,4,85.0,73.0,73.0,79.0,42.0,71.0,11.429543856031177,625
896,Jozabed,26,RC Celta,77,80,27000,"CAM, CDM, CM",1,2,66.0,72.0,72.0,74.0,66.0,65.0,10.203592144986466,676
897,J. Hofmann,24,Borussia Mönchengladbach,77,80,33000,"RM, LM, CAM, CM",2,3,79.0,68.0,75.0,78.0,37.0,58.0,10.404262840448617,576
898,V. Grifo,24,Borussia Mönchengladbach,77,80,33000,LM,1,4,75.0,73.0,73.0,83.0,33.0,63.0,10.404262840448617,576
899,D. Rolán,24,Málaga CF,77,80,43000,"ST, LW",2,4,75.0,75.0,72.0,77.0,31.0,64.0,10.668955394675699,576
900,Badou Ndiaye,26,Galatasaray SK,77,80,59000,"CAM, CM, CDM",1,3,85.0,74.0,72.0,78.0,62.0,75.0,10.985292722887856,676
901,H. Nordtveit,27,TSG 1899 Hoffenheim,77,79,35000,"CB, CDM, RB",2,2,64.0,53.0,71.0,66.0,77.0,79.0,10.46310334047155,729
902,M. Lang,26,FC Basel 1893,77,79,38000,"RB, RM",1,2,74.0,69.0,67.0,65.0,78.0,79.0,10.545341438708522,676
903,C. Kouyaté,27,West Ham United,77,79,83000,"CDM, CM, CB, RB",2,2,74.0,65.0,61.0,69.0,77.0,88.0,11.326595886778735,729
904,L. Holtby,26,Hamburger SV,77,79,38000,"CAM, CM",2,3,70.0,68.0,78.0,79.0,55.0,73.0,10.545341438708522,676
905,B. André,26,Stade Rennais FC,77,79,25000,"CDM, CM, LM",2,3,71.0,64.0,75.0,75.0,74.0,77.0,10.126631103850338,676
906,P. Jansson,26,Leeds United,77,79,37000,CB,1,2,62.0,42.0,52.0,61.0,77.0,81.0,10.51867319162636,676
907,A. Abdennour,27,Olympique de Marseille,77,79,31000,"CB, LB",2,2,63.0,55.0,56.0,53.0,77.0,81.0,10.341742483467284,729
908,J. Gouweleeuw,25,FC Augsburg,77,79,25000,CB,1,2,73.0,59.0,64.0,63.0,78.0,74.0,10.126631103850338,625
909,G. Defrel,26,Roma,77,79,67000,"ST, RW",2,3,89.0,77.0,68.0,82.0,25.0,54.0,11.112447898373103,676
910,Álvaro,27,Villarreal CF,77,79,32000,"CB, RB",1,2,70.0,30.0,54.0,57.0,76.0,76.0,10.373491181781864,729
911,E. Durm,25,Borussia Dortmund,77,79,48000,"LB, RB, RM",2,2,83.0,53.0,65.0,68.0,73.0,72.0,10.778956289890028,625
912,R. Steffen,25,FC Basel 1893,77,79,40000,"LM, RM, CAM",1,3,89.0,71.0,74.0,78.0,31.0,68.0,10.596634733096073,625
913,D. Torres,27,Deportivo Alavés,77,79,25000,"CDM, CM",1,2,58.0,61.0,70.0,71.0,72.0,80.0,10.126631103850338,729
914,Vitor Hugo,26,Fiorentina,77,79,56000,CB,1,2,68.0,31.0,36.0,45.0,79.0,76.0,10.933106969717286,676
915,D. Da Silva,29,Stade Malherbe Caen,77,78,26000,CB,2,2,57.0,31.0,53.0,54.0,78.0,73.0,10.165851817003619,841
916,F. Delph,27,Manchester City,77,78,110000,CM,2,3,74.0,69.0,73.0,82.0,68.0,75.0,11.608235644774552,729
917,Yuri,27,Paris Saint-Germain,77,78,67000,LB,2,3,78.0,56.0,64.0,70.0,76.0,81.0,11.112447898373103,729
918,Rui Fonte,27,Fulham,77,78,54000,ST,2,3,71.0,75.0,69.0,76.0,35.0,75.0,10.896739325546411,729
919,H. Arter,27,Bournemouth,77,78,66000,"CM, CDM",1,3,67.0,72.0,74.0,74.0,67.0,77.0,11.097410021008562,729
920,J. Allen,27,Stoke City,77,78,68000,"CM, CAM",2,3,62.0,63.0,73.0,77.0,70.0,70.0,11.127262984158243,729
921,L. Fer,27,Swansea City,77,78,68000,"CM, CAM, CDM",2,3,71.0,75.0,72.0,75.0,70.0,81.0,11.127262984158243,729
922,M. Phillips,26,West Bromwich Albion,77,78,68000,"RM, LM",1,3,87.0,71.0,69.0,78.0,35.0,71.0,11.127262984158243,676
923,S. Hanni,26,RSC Anderlecht,77,78,27000,"LM, CAM",1,4,75.0,74.0,74.0,78.0,46.0,65.0,10.203592144986466,676
924,D. Latza,27,1. FSV Mainz 05,77,78,32000,"CM, CDM",1,2,68.0,54.0,75.0,75.0,70.0,76.0,10.373491181781864,729
925,Y. Salibur,26,En Avant de Guingamp,77,78,28000,"RM, LM, RW",2,4,87.0,74.0,71.0,77.0,40.0,64.0,10.239959789157341,676
926,Y. Ōsako,27,1. FC Köln,77,78,41000,"CF, ST, CAM",1,3,76.0,72.0,67.0,80.0,37.0,66.0,10.621327345686446,729
927,André Pinto,27,Sporting CP,77,78,17000,CB,1,2,50.0,45.0,54.0,49.0,79.0,80.0,9.740968623038354,729
928,Mexer,28,Stade Rennais FC,77,78,26000,CB,2,2,66.0,48.0,59.0,64.0,77.0,77.0,10.165851817003619,784
929,Timor,27,Girona FC,77,78,25000,"CDM, CM, CB",1,2,52.0,61.0,74.0,66.0,71.0,78.0,10.126631103850338,729
930,N. Blandi,27,San Lorenzo de Almagro,77,78,27000,ST,1,3,66.0,78.0,59.0,70.0,38.0,64.0,10.203592144986466,729
931,Cristian Tello,25,Real Betis,77,78,26000,"RM, LM, RW, LW",2,3,90.0,70.0,70.0,81.0,28.0,59.0,10.165851817003619,625
932,A. Carrillo,26,Watford,77,78,15000,"RM, LM",2,4,84.0,73.0,71.0,79.0,32.0,67.0,9.615805480084347,676
933,Mário Rui,26,Napoli,77,78,56000,LB,2,2,86.0,49.0,70.0,74.0,72.0,69.0,10.933106969717286,676
934,Luís Hernández,28,Málaga CF,77,78,26000,"CB, RB",1,2,72.0,50.0,66.0,66.0,78.0,76.0,10.165851817003619,784
935,Z. Feddal,27,Real Betis,77,78,24000,"CB, LB",1,2,55.0,49.0,58.0,57.0,78.0,76.0,10.085809109330082,729
936,J. Veltman,25,Ajax,77,78,13000,"RB, CB",2,2,66.0,49.0,66.0,69.0,79.0,76.0,9.472704636443673,625
937,Y. Chará,26,Junior FC,77,78,6000,"RM, ST, CAM",1,4,92.0,71.0,66.0,79.0,46.0,69.0,8.699514748210191,676
938,A. Gamberini,35,Chievo Verona,77,77,14000,CB,2,2,65.0,40.0,41.0,56.0,82.0,70.0,9.546812608597396,1225
939,K. Källström,34,Djurgårdens IF,77,77,9000,CM,2,3,36.0,70.0,82.0,72.0,63.0,73.0,9.104979856318357,1156
940,D. Bonera,36,Villarreal CF,77,77,23000,CB,2,2,34.0,38.0,52.0,46.0,80.0,68.0,10.043249494911286,1296
941,T. Barnetta,32,FC St. Gallen,77,77,19000,"CAM, CDM, CM",2,3,72.0,69.0,77.0,79.0,56.0,64.0,9.852194258148577,1024
942,J. Van Damme,33,Royal Antwerp FC,77,77,16000,"CB, LB",2,2,65.0,61.0,67.0,64.0,72.0,92.0,9.680344001221918,1089
943,G. McAuley,37,West Bromwich Albion,77,77,44000,CB,2,2,33.0,43.0,50.0,42.0,79.0,76.0,10.691944912900398,1369
944,A. Meier,34,Eintracht Frankfurt,77,77,34000,"ST, CF, CAM",2,2,37.0,81.0,70.0,69.0,42.0,69.0,10.4341158035983,1156
945,W. Morgan,33,Leicester City,77,77,62000,CB,2,2,37.0,30.0,41.0,57.0,77.0,82.0,11.03488966402723,1089
946,N. Burdisso,36,Torino,77,77,30000,CB,2,2,61.0,29.0,45.0,47.0,79.0,73.0,10.308952660644293,1296
947,L. Britton,34,Swansea City,77,77,62000,"CDM, CM",2,3,46.0,53.0,77.0,78.0,69.0,63.0,11.03488966402723,1156
948,R. Martínez,34,Club Atlético Lanús,77,77,21000,CM,1,3,65.0,70.0,76.0,73.0,59.0,72.0,9.95227771670556,1156
949,David García,35,UD Las Palmas,77,77,16000,"CB, RB",1,2,56.0,45.0,64.0,58.0,76.0,78.0,9.680344001221918,1225
950,Iván Ramis,32,SD Eibar,77,77,22000,CB,2,2,38.0,61.0,63.0,58.0,77.0,83.0,9.998797732340453,1024
951,J. Pinola,34,River Plate,77,77,23000,CB,2,2,70.0,50.0,66.0,68.0,75.0,77.0,10.043249494911286,1156
952,A. Berezutskiy,35,PFC CSKA Moscow,77,77,31000,CB,2,2,46.0,47.0,63.0,48.0,78.0,76.0,10.341742483467284,1225
953,K. Huntelaar,33,Ajax,77,77,17000,ST,3,3,55.0,77.0,64.0,68.0,31.0,72.0,9.740968623038354,1089
954,P. Verhaegh,33,VfL Wolfsburg,77,77,55000,RB,2,2,69.0,51.0,70.0,72.0,76.0,72.0,10.915088464214607,1089
955,F. Magnanelli,32,Sassuolo,77,77,50000,CDM,2,2,68.0,56.0,71.0,64.0,74.0,74.0,10.819778284410283,1024
956,W. Hoolahan,35,Norwich City,77,77,31000,"CAM, LM",2,4,62.0,69.0,77.0,81.0,40.0,51.0,10.341742483467284,1225
957,C. Jallet,33,OGC Nice,77,77,33000,RB,2,2,71.0,64.0,76.0,73.0,76.0,73.0,10.404262840448617,1089
958,S. Davis,32,Southampton,77,77,79000,"CM, CAM, CDM",2,3,64.0,61.0,77.0,77.0,67.0,74.0,11.27720313144916,1024
959,G. Clichy,31,Medipol Başakşehir FK,77,77,27000,LB,3,2,79.0,43.0,65.0,73.0,75.0,68.0,10.203592144986466,961
960,A. Lennon,30,Everton,77,77,97000,RM,2,3,83.0,64.0,71.0,82.0,38.0,62.0,11.48246625748552,900
961,M. Zárate,30,Watford,77,77,63000,"ST, CF, CAM, LM",2,4,77.0,79.0,68.0,85.0,33.0,65.0,11.05089000537367,900
962,G. Hoarau,33,BSC Young Boys,77,77,29000,ST,2,3,53.0,77.0,69.0,68.0,48.0,76.0,10.275051108968611,1089
963,A. Song,29,Rubin Kazan,77,77,46000,"CDM, CM",3,3,66.0,56.0,68.0,73.0,74.0,77.0,10.736396675471232,841
964,M. Debuchy,31,Arsenal,77,77,88000,RB,3,3,69.0,65.0,73.0,73.0,77.0,73.0,11.385092093460344,961
965,G. İnler,33,Medipol Başakşehir FK,77,77,27000,CDM,3,2,51.0,69.0,74.0,72.0,74.0,72.0,10.203592144986466,1089
966,A. Veznera,29,Colo-Colo,77,77,9000,"LB, LM",1,2,82.0,67.0,71.0,71.0,75.0,86.0,9.104979856318357,841
967,T. Lagardo,29,Universidad de Chile,77,77,15000,"LB, LM",1,2,87.0,58.0,68.0,76.0,71.0,54.0,9.615805480084347,841
968,C. Ruvios,33,Colo-Colo,77,77,10000,"CAM, CF",1,4,80.0,72.0,76.0,77.0,27.0,59.0,9.210340371976184,1089
969,H. Briceldo,25,Colo-Colo,77,77,10000,"ST, CF",1,3,82.0,76.0,58.0,70.0,33.0,75.0,9.210340371976184,625
970,M. Gamonales,29,Universidad de Chile,77,77,15000,"RB, RM, CM",1,3,80.0,71.0,71.0,76.0,72.0,74.0,9.615805480084347,841
971,L. Dalsaro,25,Colo-Colo,77,77,8000,"CDM, CM",1,2,72.0,62.0,74.0,69.0,75.0,81.0,8.987196820661973,625
972,P. Hidalgado,25,Colo-Colo,77,77,10000,"ST, CF",1,3,81.0,77.0,60.0,73.0,23.0,64.0,9.210340371976184,625
973,J. Ménez,30,Antalyaspor,77,77,24000,"ST, LW",3,4,78.0,74.0,71.0,84.0,26.0,62.0,10.085809109330082,900
974,V. Behrami,32,Udinese,77,77,28000,"CDM, CM",2,2,63.0,64.0,72.0,71.0,74.0,79.0,10.239959789157341,1024
975,C. Davies,32,Derby County,77,77,55000,CB,2,2,64.0,38.0,48.0,54.0,77.0,76.0,10.915088464214607,1024
976,Charles,33,SD Eibar,77,77,26000,ST,1,3,64.0,78.0,55.0,79.0,34.0,69.0,10.165851817003619,1089
977,C. Théréau,34,Fiorentina,77,77,67000,"LW, ST",2,3,73.0,78.0,71.0,77.0,27.0,71.0,11.112447898373103,1156
978,F. Higuaín,32,Columbus Crew SC,77,77,11000,"CAM, CF",1,3,66.0,74.0,76.0,75.0,46.0,63.0,9.305650551780507,1024
979,Ari,31,Lokomotiv Moscow,77,77,49000,"ST, RW",2,3,77.0,77.0,71.0,76.0,35.0,80.0,10.799575577092764,961
980,A. Masiello,31,Atalanta,77,77,28000,"CB, RB",2,2,64.0,37.0,55.0,58.0,79.0,72.0,10.239959789157341,961
981,S. Sinclair,28,Celtic,77,77,60000,LM,2,4,91.0,74.0,68.0,79.0,33.0,66.0,11.002099841204238,784
982,L. Cattermole,29,Sunderland,77,77,13000,"CDM, CM",2,2,65.0,57.0,68.0,67.0,76.0,81.0,9.472704636443673,841
983,Fábio Coentrão,29,Sporting CP,77,77,125000,"LB, LM",3,3,75.0,65.0,72.0,76.0,76.0,69.0,11.736069016284437,841
984,J. Maidana,31,River Plate,77,77,23000,CB,1,2,60.0,37.0,61.0,50.0,77.0,79.0,10.043249494911286,961
985,L. Schøne,31,Ajax,77,77,15000,"CM, CDM",2,3,51.0,76.0,82.0,76.0,59.0,61.0,9.615805480084347,961
986,P. Hetemaj,30,Chievo Verona,77,77,21000,"CM, LM",2,3,78.0,65.0,76.0,78.0,70.0,79.0,9.95227771670556,900
987,Castán,30,Roma,77,77,56000,CB,2,2,63.0,33.0,47.0,57.0,78.0,71.0,10.933106969717286,900
988,M. Andreolli,31,Cagliari,77,77,50000,CB,2,2,56.0,28.0,40.0,53.0,80.0,71.0,10.819778284410283,961
989,O. Trejo,29,Rayo Vallecano,77,77,15000,"CAM, CM, ST",1,4,71.0,71.0,76.0,80.0,62.0,73.0,9.615805480084347,841
990,F. Caicedo,28,Lazio,77,77,56000,ST,2,3,72.0,74.0,63.0,72.0,47.0,81.0,10.933106969717286,784
991,J. Ďurica,35,Trabzonspor,77,77,23000,CB,2,2,33.0,45.0,60.0,58.0,79.0,77.0,10.043249494911286,1225
992,B. Ruíz,31,Sporting CP,77,77,19000,"LM, ST, CAM, CF",3,4,65.0,71.0,77.0,82.0,44.0,57.0,9.852194258148577,961
993,J. De Guzmán,29,Eintracht Frankfurt,77,77,33000,"CAM, CM",2,4,78.0,74.0,77.0,80.0,50.0,65.0,10.404262840448617,841
994,S. Okaka,27,Watford,77,77,63000,ST,2,2,73.0,74.0,57.0,72.0,27.0,83.0,11.05089000537367,729
995,R. Vormer,29,Club Brugge KV,77,77,28000,"CM, RM",2,2,64.0,75.0,77.0,68.0,71.0,80.0,10.239959789157341,841
996,L. Rémy,30,UD Las Palmas,77,77,26000,ST,2,4,76.0,76.0,65.0,73.0,33.0,69.0,10.165851817003619,900
997,C. Kaboré,29,FC Krasnodar,77,77,43000,"CDM, CM",2,2,71.0,61.0,70.0,69.0,75.0,80.0,10.668955394675699,841
998,Luisinho,32,Deportivo de La Coruña,77,77,24000,"LB, LM",1,2,70.0,53.0,73.0,77.0,76.0,65.0,10.085809109330082,1024
999,M. Hasebe,33,Eintracht Frankfurt,77,77,29000,"CDM, CM, CB, RB",2,2,63.0,51.0,75.0,70.0,76.0,72.0,10.275051108968611,1089
1000,A. Rukavina,33,Villarreal CF,77,77,32000,"RB, LB, RM",2,3,74.0,48.0,69.0,68.0,76.0,72.0,10.373491181781864,1089
1001,M. Cáceres,30,Hellas Verona,77,77,28000,"CB, RB",2,2,74.0,51.0,63.0,64.0,79.0,75.0,10.239959789157341,900
1002,C. Sánchez,31,Fiorentina,77,77,56000,"CDM, CM, CB",2,2,67.0,58.0,70.0,70.0,74.0,84.0,10.933106969717286,961
1003,R. Rosales,28,Málaga CF,77,77,26000,"RB, RWB, RM",2,3,77.0,59.0,71.0,79.0,71.0,72.0,10.165851817003619,784
1004,M. Gradel,29,Toulouse Football Club,77,77,69000,"CAM, LM",2,4,85.0,73.0,71.0,80.0,44.0,60.0,11.141861783579396,841
1005,M. Albrighton,27,Leicester City,77,77,68000,LM,2,3,79.0,69.0,74.0,77.0,47.0,70.0,11.127262984158243,729
1006,A. Chedjou,32,Medipol Başakşehir FK,77,77,27000,CB,3,3,66.0,56.0,67.0,62.0,75.0,79.0,10.203592144986466,1024
1007,M. Sissoko,27,Tottenham Hotspur,77,77,84000,"RM, CAM",2,3,77.0,74.0,75.0,76.0,72.0,85.0,11.33857207782545,729
1008,N. Subotić,28,Borussia Dortmund,77,77,53000,CB,2,2,59.0,45.0,50.0,44.0,80.0,76.0,10.87804719253426,784
1009,E. Choupo-Moting,28,Stoke City,77,77,71000,"LM, ST",2,4,77.0,73.0,68.0,83.0,36.0,72.0,11.170435156023453,784
1010,S. Terodde,29,VfB Stuttgart,77,77,33000,ST,2,2,70.0,78.0,54.0,65.0,30.0,77.0,10.404262840448617,841
1011,F. Roncaglia,30,RC Celta,77,77,24000,"CB, RB, LB",2,2,67.0,53.0,68.0,64.0,78.0,72.0,10.085809109330082,900
1012,Y. Sankharé,27,FC Girondins de Bordeaux,77,77,45000,CM,2,3,66.0,69.0,73.0,73.0,75.0,80.0,10.714417768752456,729
1013,R. Alessandrini,28,LA Galaxy,77,77,11000,"RM, LM",2,4,89.0,75.0,73.0,79.0,35.0,64.0,9.305650551780507,784
1014,I. Popov,29,Spartak Moscow,77,77,64000,"CAM, LM",2,3,79.0,73.0,74.0,75.0,48.0,70.0,11.06663836234181,841
1015,E. Hernández,29,Club León,77,77,36000,RM,1,4,74.0,71.0,76.0,78.0,50.0,58.0,10.491274217438248,841
1016,C. Stuani,30,Girona FC,77,77,30000,"ST, RM",1,3,69.0,75.0,67.0,71.0,46.0,79.0,10.308952660644293,900
1017,I. Radovanović,28,Chievo Verona,77,77,20000,"CDM, CM",2,2,60.0,59.0,73.0,68.0,74.0,80.0,9.903487552536127,784
1018,M. Diouf,29,Stoke City,77,77,77000,"ST, RM, RWB",2,3,83.0,75.0,56.0,68.0,42.0,78.0,11.251560700835821,841
1019,Rafael Carioca,28,Tigres U.A.N.L.,77,77,68000,"CM, CDM",1,2,76.0,64.0,74.0,75.0,74.0,70.0,11.127262984158243,784
1020,D. Janmaat,27,Watford,77,77,53000,"RB, RWB",2,3,74.0,63.0,70.0,74.0,74.0,81.0,10.87804719253426,729
1021,M. Valdifiori,31,Torino,77,77,43000,"CDM, CM",2,2,63.0,57.0,81.0,74.0,69.0,71.0,10.668955394675699,961
1022,M. Risse,27,1. FC Köln,77,77,38000,"RM, RB",2,3,80.0,77.0,74.0,76.0,67.0,67.0,10.545341438708522,729
1023,B. Oczipka,28,FC Schalke 04,77,77,39000,"LB, LWB, LM",2,2,71.0,59.0,71.0,72.0,76.0,77.0,10.571316925111784,784
1024,M. Ekici,27,Fenerbahçe SK,77,77,66000,"CAM, CM, CDM",2,3,75.0,74.0,78.0,78.0,61.0,70.0,11.097410021008562,729
1025,T. Arslan,26,Beşiktaş JK,77,77,52000,"CM, CDM, CAM",1,3,74.0,71.0,77.0,80.0,62.0,70.0,10.858998997563564,676
1026,O. Alonso,31,Seattle Sounders FC,77,77,10000,"CDM, CM",1,2,75.0,63.0,70.0,76.0,73.0,80.0,9.210340371976184,961
1027,T. Rincón,29,Torino,77,77,97000,"CM, CDM",2,2,74.0,58.0,73.0,77.0,76.0,80.0,11.48246625748552,841
1028,Bruno César,28,Sporting CP,77,77,20000,"LM, CAM, LB, CM",1,3,63.0,78.0,81.0,79.0,66.0,71.0,9.903487552536127,784
1029,L. Sané,30,SV Werder Bremen,77,77,29000,"CB, CDM",2,2,60.0,44.0,60.0,60.0,77.0,77.0,10.275051108968611,900
1030,J. Aquino,27,Tigres U.A.N.L.,77,77,65000,LM,1,4,91.0,66.0,72.0,80.0,34.0,54.0,11.082142548877775,729
1031,A. Nyom,29,West Bromwich Albion,77,77,65000,"LB, RB",2,2,75.0,47.0,63.0,67.0,78.0,83.0,11.082142548877775,841
1032,N. Pejčinović,29,Lokomotiv Moscow,77,77,43000,"CB, RB",2,2,53.0,40.0,61.0,54.0,76.0,78.0,10.668955394675699,841
1033,S. Okazaki,31,Leicester City,77,77,74000,"CF, ST",2,3,74.0,74.0,69.0,78.0,47.0,75.0,11.211820372186306,961
1034,D. Pabón,29,Monterrey,77,77,65000,"LW, ST, CAM, RW",2,4,88.0,79.0,71.0,78.0,41.0,81.0,11.082142548877775,841
1035,J. Toornstra,28,Feyenoord,77,77,20000,"CAM, RW",1,3,70.0,76.0,78.0,75.0,51.0,74.0,9.903487552536127,784
1036,Sergio León,28,Real Betis,77,77,30000,ST,2,3,76.0,78.0,56.0,76.0,34.0,69.0,10.308952660644293,784
1037,Wilson Eduardo,26,SC Braga,77,77,15000,"LM, ST, RM",1,3,80.0,79.0,73.0,77.0,30.0,64.0,9.615805480084347,676
1038,Juan Jesus,26,Roma,77,77,56000,"CB, LB",2,2,79.0,33.0,53.0,60.0,77.0,83.0,10.933106969717286,676
1039,Luís Neto,29,Fenerbahçe SK,77,77,59000,CB,1,2,58.0,37.0,59.0,53.0,80.0,69.0,10.985292722887856,841
1040,Marcelo,27,Rio Ave FC,77,77,11000,CB,1,2,70.0,28.0,49.0,52.0,78.0,73.0,9.305650551780507,729
1041,S. Gentiletti,32,Genoa,77,77,32000,CB,2,2,69.0,36.0,57.0,62.0,78.0,73.0,10.373491181781864,1024
1042,C. Sánchez,32,Monterrey,77,77,58000,"CM, CAM, RM",2,3,88.0,72.0,74.0,75.0,55.0,72.0,10.968198289528557,1024
1043,L. Pavoletti,28,Cagliari,77,77,70000,ST,2,2,67.0,76.0,49.0,68.0,27.0,76.0,11.156250521031495,784
1044,V. Chiricheş,27,Napoli,77,77,56000,CB,2,2,68.0,64.0,56.0,62.0,79.0,73.0,10.933106969717286,729
1045,Marçal,28,Olympique Lyonnais,77,77,59000,LB,2,3,80.0,60.0,70.0,75.0,72.0,72.0,10.985292722887856,784
1046,P. De Blasis,29,1. FSV Mainz 05,77,77,33000,"LM, RM, ST",1,3,80.0,72.0,71.0,83.0,39.0,62.0,10.404262840448617,841
1047,O. Duarte,28,RCD Espanyol,77,77,30000,"CB, CDM",1,2,65.0,31.0,52.0,53.0,78.0,72.0,10.308952660644293,784
1048,P. Pérez,31,Boca Juniors,77,77,27000,CM,1,3,71.0,63.0,75.0,74.0,70.0,80.0,10.203592144986466,961
1049,M. Marega,26,FC Porto,77,77,17000,"ST, RM, LM",2,2,84.0,78.0,59.0,60.0,36.0,88.0,9.740968623038354,676
1050,Gazzolisco,29,Cruzeiro,77,77,32000,"LB, LM",1,2,82.0,67.0,71.0,71.0,75.0,86.0,10.373491181781864,841
1051,Ronaldo Esler,29,Santos,77,77,22000,"LB, LM",1,2,87.0,58.0,68.0,76.0,71.0,54.0,9.998797732340453,841
1052,Claudio Coíntra,33,Grêmio,77,77,28000,"CAM, CF",1,3,80.0,72.0,76.0,77.0,27.0,59.0,10.239959789157341,1089
1053,Louri Beretta,25,Fluminense,77,77,43000,"ST, CF",1,3,82.0,76.0,58.0,70.0,33.0,75.0,10.668955394675699,625
1054,Everticinho,29,Palmeiras,77,77,37000,"RB, RM, CM",1,3,80.0,71.0,71.0,76.0,72.0,74.0,10.51867319162636,841
1055,Sidney Pessinho,25,Grêmio,77,77,24000,"CDM, CM",1,2,72.0,62.0,74.0,69.0,75.0,81.0,10.085809109330082,625
